Index,Date,Close,1DayAgo,2DayAgo,3DayAgo,4DayAgo,5DayAgo,6DayAgo,7DayAgo,8DayAgo,9DayAgo,10DayAgo
496,20121221,142.789993,145.119995,144.289993,145.369995,143.770004,142.100006,142.630005,143.509995,143.440002,142.470001,142.410004
497,20121224,142.350006,142.789993,145.119995,144.289993,145.369995,143.770004,142.100006,142.630005,143.509995,143.440002,142.470001
498,20121226,141.75,142.350006,142.789993,145.119995,144.289993,145.369995,143.770004,142.100006,142.630005,143.509995,143.440002
499,20121227,141.559998,141.75,142.350006,142.789993,145.119995,144.289993,145.369995,143.770004,142.100006,142.630005,143.509995
500,20121228,140.029999,141.559998,141.75,142.350006,142.789993,145.119995,144.289993,145.369995,143.770004,142.100006,142.630005
501,20121231,142.410004,140.029999,141.559998,141.75,142.350006,142.789993,145.119995,144.289993,145.369995,143.770004,142.100006
502,20130102,146.059998,142.410004,140.029999,141.559998,141.75,142.350006,142.789993,145.119995,144.289993,145.369995,143.770004
503,20130103,145.729996,146.059998,142.410004,140.029999,141.559998,141.75,142.350006,142.789993,145.119995,144.289993,145.369995
504,20130104,146.369995,145.729996,146.059998,142.410004,140.029999,141.559998,141.75,142.350006,142.789993,145.119995,144.289993
505,20130107,145.970001,146.369995,145.729996,146.059998,142.410004,140.029999,141.559998,141.75,142.350006,142.789993,145.119995
506,20130108,145.550003,145.970001,146.369995,145.729996,146.059998,142.410004,140.029999,141.559998,141.75,142.350006,142.789993
507,20130109,145.919998,145.550003,145.970001,146.369995,145.729996,146.059998,142.410004,140.029999,141.559998,141.75,142.350006
508,20130110,147.080002,145.919998,145.550003,145.970001,146.369995,145.729996,146.059998,142.410004,140.029999,141.559998,141.75
509,20130111,147.070007,147.080002,145.919998,145.550003,145.970001,146.369995,145.729996,146.059998,142.410004,140.029999,141.559998
510,20130114,146.970001,147.070007,147.080002,145.919998,145.550003,145.970001,146.369995,145.729996,146.059998,142.410004,140.029999
511,20130115,147.070007,146.970001,147.070007,147.080002,145.919998,145.550003,145.970001,146.369995,145.729996,146.059998,142.410004
512,20130116,147.050003,147.070007,146.970001,147.070007,147.080002,145.919998,145.550003,145.970001,146.369995,145.729996,146.059998
513,20130117,148,147.050003,147.070007,146.970001,147.070007,147.080002,145.919998,145.550003,145.970001,146.369995,145.729996
514,20130118,148.330002,148,147.050003,147.070007,146.970001,147.070007,147.080002,145.919998,145.550003,145.970001,146.369995
515,20130122,149.130005,148.330002,148,147.050003,147.070007,146.970001,147.070007,147.080002,145.919998,145.550003,145.970001
516,20130123,149.369995,149.130005,148.330002,148,147.050003,147.070007,146.970001,147.070007,147.080002,145.919998,145.550003
517,20130124,149.410004,149.369995,149.130005,148.330002,148,147.050003,147.070007,146.970001,147.070007,147.080002,145.919998
518,20130125,150.25,149.410004,149.369995,149.130005,148.330002,148,147.050003,147.070007,146.970001,147.070007,147.080002
519,20130128,150.070007,150.25,149.410004,149.369995,149.130005,148.330002,148,147.050003,147.070007,146.970001,147.070007
520,20130129,150.660004,150.070007,150.25,149.410004,149.369995,149.130005,148.330002,148,147.050003,147.070007,146.970001
521,20130130,150.070007,150.660004,150.070007,150.25,149.410004,149.369995,149.130005,148.330002,148,147.050003,147.070007
522,20130131,149.699997,150.070007,150.660004,150.070007,150.25,149.410004,149.369995,149.130005,148.330002,148,147.050003
523,20130201,151.240005,149.699997,150.070007,150.660004,150.070007,150.25,149.410004,149.369995,149.130005,148.330002,148
524,20130204,149.539993,151.240005,149.699997,150.070007,150.660004,150.070007,150.25,149.410004,149.369995,149.130005,148.330002
525,20130205,151.050003,149.539993,151.240005,149.699997,150.070007,150.660004,150.070007,150.25,149.410004,149.369995,149.130005
526,20130206,151.160004,151.050003,149.539993,151.240005,149.699997,150.070007,150.660004,150.070007,150.25,149.410004,149.369995
527,20130207,150.960007,151.160004,151.050003,149.539993,151.240005,149.699997,150.070007,150.660004,150.070007,150.25,149.410004
528,20130208,151.800003,150.960007,151.160004,151.050003,149.539993,151.240005,149.699997,150.070007,150.660004,150.070007,150.25
529,20130211,151.770004,151.800003,150.960007,151.160004,151.050003,149.539993,151.240005,149.699997,150.070007,150.660004,150.070007
530,20130212,152.020004,151.770004,151.800003,150.960007,151.160004,151.050003,149.539993,151.240005,149.699997,150.070007,150.660004
531,20130213,152.149994,152.020004,151.770004,151.800003,150.960007,151.160004,151.050003,149.539993,151.240005,149.699997,150.070007
532,20130214,152.289993,152.149994,152.020004,151.770004,151.800003,150.960007,151.160004,151.050003,149.539993,151.240005,149.699997
533,20130215,152.110001,152.289993,152.149994,152.020004,151.770004,151.800003,150.960007,151.160004,151.050003,149.539993,151.240005
534,20130219,153.25,152.110001,152.289993,152.149994,152.020004,151.770004,151.800003,150.960007,151.160004,151.050003,149.539993
535,20130220,151.339996,153.25,152.110001,152.289993,152.149994,152.020004,151.770004,151.800003,150.960007,151.160004,151.050003
536,20130221,150.419998,151.339996,153.25,152.110001,152.289993,152.149994,152.020004,151.770004,151.800003,150.960007,151.160004
537,20130222,151.889999,150.419998,151.339996,153.25,152.110001,152.289993,152.149994,152.020004,151.770004,151.800003,150.960007
538,20130225,149,151.889999,150.419998,151.339996,153.25,152.110001,152.289993,152.149994,152.020004,151.770004,151.800003
539,20130226,150.020004,149,151.889999,150.419998,151.339996,153.25,152.110001,152.289993,152.149994,152.020004,151.770004
540,20130227,151.910004,150.020004,149,151.889999,150.419998,151.339996,153.25,152.110001,152.289993,152.149994,152.020004
541,20130228,151.610001,151.910004,150.020004,149,151.889999,150.419998,151.339996,153.25,152.110001,152.289993,152.149994
542,20130301,152.110001,151.610001,151.910004,150.020004,149,151.889999,150.419998,151.339996,153.25,152.110001,152.289993
543,20130304,152.919998,152.110001,151.610001,151.910004,150.020004,149,151.889999,150.419998,151.339996,153.25,152.110001
544,20130305,154.289993,152.919998,152.110001,151.610001,151.910004,150.020004,149,151.889999,150.419998,151.339996,153.25
545,20130306,154.5,154.289993,152.919998,152.110001,151.610001,151.910004,150.020004,149,151.889999,150.419998,151.339996
546,20130307,154.779999,154.5,154.289993,152.919998,152.110001,151.610001,151.910004,150.020004,149,151.889999,150.419998
547,20130308,155.440002,154.779999,154.5,154.289993,152.919998,152.110001,151.610001,151.910004,150.020004,149,151.889999
548,20130311,156.029999,155.440002,154.779999,154.5,154.289993,152.919998,152.110001,151.610001,151.910004,150.020004,149
549,20130312,155.679993,156.029999,155.440002,154.779999,154.5,154.289993,152.919998,152.110001,151.610001,151.910004,150.020004
550,20130313,155.899994,155.679993,156.029999,155.440002,154.779999,154.5,154.289993,152.919998,152.110001,151.610001,151.910004
551,20130314,156.729996,155.899994,155.679993,156.029999,155.440002,154.779999,154.5,154.289993,152.919998,152.110001,151.610001
552,20130315,155.830002,156.729996,155.899994,155.679993,156.029999,155.440002,154.779999,154.5,154.289993,152.919998,152.110001
553,20130318,154.970001,155.830002,156.729996,155.899994,155.679993,156.029999,155.440002,154.779999,154.5,154.289993,152.919998
554,20130319,154.610001,154.970001,155.830002,156.729996,155.899994,155.679993,156.029999,155.440002,154.779999,154.5,154.289993
555,20130320,155.690002,154.610001,154.970001,155.830002,156.729996,155.899994,155.679993,156.029999,155.440002,154.779999,154.5
556,20130321,154.360001,155.690002,154.610001,154.970001,155.830002,156.729996,155.899994,155.679993,156.029999,155.440002,154.779999
557,20130322,155.600006,154.360001,155.690002,154.610001,154.970001,155.830002,156.729996,155.899994,155.679993,156.029999,155.440002
558,20130325,154.949997,155.600006,154.360001,155.690002,154.610001,154.970001,155.830002,156.729996,155.899994,155.679993,156.029999
559,20130326,156.190002,154.949997,155.600006,154.360001,155.690002,154.610001,154.970001,155.830002,156.729996,155.899994,155.679993
560,20130327,156.190002,156.190002,154.949997,155.600006,154.360001,155.690002,154.610001,154.970001,155.830002,156.729996,155.899994
561,20130328,156.669998,156.190002,156.190002,154.949997,155.600006,154.360001,155.690002,154.610001,154.970001,155.830002,156.729996
562,20130401,156.050003,156.669998,156.190002,156.190002,154.949997,155.600006,154.360001,155.690002,154.610001,154.970001,155.830002
563,20130402,156.820007,156.050003,156.669998,156.190002,156.190002,154.949997,155.600006,154.360001,155.690002,154.610001,154.970001
564,20130403,155.229996,156.820007,156.050003,156.669998,156.190002,156.190002,154.949997,155.600006,154.360001,155.690002,154.610001
565,20130404,155.860001,155.229996,156.820007,156.050003,156.669998,156.190002,156.190002,154.949997,155.600006,154.360001,155.690002
566,20130405,155.160004,155.860001,155.229996,156.820007,156.050003,156.669998,156.190002,156.190002,154.949997,155.600006,154.360001
567,20130408,156.210007,155.160004,155.860001,155.229996,156.820007,156.050003,156.669998,156.190002,156.190002,154.949997,155.600006
568,20130409,156.75,156.210007,155.160004,155.860001,155.229996,156.820007,156.050003,156.669998,156.190002,156.190002,154.949997
569,20130410,158.669998,156.75,156.210007,155.160004,155.860001,155.229996,156.820007,156.050003,156.669998,156.190002,156.190002
570,20130411,159.190002,158.669998,156.75,156.210007,155.160004,155.860001,155.229996,156.820007,156.050003,156.669998,156.190002
571,20130412,158.800003,159.190002,158.669998,156.75,156.210007,155.160004,155.860001,155.229996,156.820007,156.050003,156.669998
572,20130415,155.119995,158.800003,159.190002,158.669998,156.75,156.210007,155.160004,155.860001,155.229996,156.820007,156.050003
573,20130416,157.410004,155.119995,158.800003,159.190002,158.669998,156.75,156.210007,155.160004,155.860001,155.229996,156.820007
574,20130417,155.110001,157.410004,155.119995,158.800003,159.190002,158.669998,156.75,156.210007,155.160004,155.860001,155.229996
575,20130418,154.139999,155.110001,157.410004,155.119995,158.800003,159.190002,158.669998,156.75,156.210007,155.160004,155.860001
576,20130419,155.479996,154.139999,155.110001,157.410004,155.119995,158.800003,159.190002,158.669998,156.75,156.210007,155.160004
577,20130422,156.169998,155.479996,154.139999,155.110001,157.410004,155.119995,158.800003,159.190002,158.669998,156.75,156.210007
578,20130423,157.779999,156.169998,155.479996,154.139999,155.110001,157.410004,155.119995,158.800003,159.190002,158.669998,156.75
579,20130424,157.880005,157.779999,156.169998,155.479996,154.139999,155.110001,157.410004,155.119995,158.800003,159.190002,158.669998
580,20130425,158.520004,157.880005,157.779999,156.169998,155.479996,154.139999,155.110001,157.410004,155.119995,158.800003,159.190002
581,20130426,158.240005,158.520004,157.880005,157.779999,156.169998,155.479996,154.139999,155.110001,157.410004,155.119995,158.800003
582,20130429,159.300003,158.240005,158.520004,157.880005,157.779999,156.169998,155.479996,154.139999,155.110001,157.410004,155.119995
583,20130430,159.679993,159.300003,158.240005,158.520004,157.880005,157.779999,156.169998,155.479996,154.139999,155.110001,157.410004
584,20130501,158.279999,159.679993,159.300003,158.240005,158.520004,157.880005,157.779999,156.169998,155.479996,154.139999,155.110001
585,20130502,159.75,158.279999,159.679993,159.300003,158.240005,158.520004,157.880005,157.779999,156.169998,155.479996,154.139999
586,20130503,161.369995,159.75,158.279999,159.679993,159.300003,158.240005,158.520004,157.880005,157.779999,156.169998,155.479996
587,20130506,161.779999,161.369995,159.75,158.279999,159.679993,159.300003,158.240005,158.520004,157.880005,157.779999,156.169998
588,20130507,162.600006,161.779999,161.369995,159.75,158.279999,159.679993,159.300003,158.240005,158.520004,157.880005,157.779999
589,20130508,163.339996,162.600006,161.779999,161.369995,159.75,158.279999,159.679993,159.300003,158.240005,158.520004,157.880005
590,20130509,162.880005,163.339996,162.600006,161.779999,161.369995,159.75,158.279999,159.679993,159.300003,158.240005,158.520004
591,20130510,163.410004,162.880005,163.339996,162.600006,161.779999,161.369995,159.75,158.279999,159.679993,159.300003,158.240005
592,20130513,163.539993,163.410004,162.880005,163.339996,162.600006,161.779999,161.369995,159.75,158.279999,159.679993,159.300003
593,20130514,165.229996,163.539993,163.410004,162.880005,163.339996,162.600006,161.779999,161.369995,159.75,158.279999,159.679993
594,20130515,166.119995,165.229996,163.539993,163.410004,162.880005,163.339996,162.600006,161.779999,161.369995,159.75,158.279999
595,20130516,165.339996,166.119995,165.229996,163.539993,163.410004,162.880005,163.339996,162.600006,161.779999,161.369995,159.75
596,20130517,166.940002,165.339996,166.119995,165.229996,163.539993,163.410004,162.880005,163.339996,162.600006,161.779999,161.369995
597,20130520,166.929993,166.940002,165.339996,166.119995,165.229996,163.539993,163.410004,162.880005,163.339996,162.600006,161.779999
598,20130521,167.169998,166.929993,166.940002,165.339996,166.119995,165.229996,163.539993,163.410004,162.880005,163.339996,162.600006
599,20130522,165.929993,167.169998,166.929993,166.940002,165.339996,166.119995,165.229996,163.539993,163.410004,162.880005,163.339996
600,20130523,165.449997,165.929993,167.169998,166.929993,166.940002,165.339996,166.119995,165.229996,163.539993,163.410004,162.880005
601,20130524,165.309998,165.449997,165.929993,167.169998,166.929993,166.940002,165.339996,166.119995,165.229996,163.539993,163.410004
602,20130528,166.300003,165.309998,165.449997,165.929993,167.169998,166.929993,166.940002,165.339996,166.119995,165.229996,163.539993
603,20130529,165.220001,166.300003,165.309998,165.449997,165.929993,167.169998,166.929993,166.940002,165.339996,166.119995,165.229996
604,20130530,165.830002,165.220001,166.300003,165.309998,165.449997,165.929993,167.169998,166.929993,166.940002,165.339996,166.119995
605,20130531,163.449997,165.830002,165.220001,166.300003,165.309998,165.449997,165.929993,167.169998,166.929993,166.940002,165.339996
606,20130603,164.350006,163.449997,165.830002,165.220001,166.300003,165.309998,165.449997,165.929993,167.169998,166.929993,166.940002
607,20130604,163.559998,164.350006,163.449997,165.830002,165.220001,166.300003,165.309998,165.449997,165.929993,167.169998,166.929993
608,20130605,161.270004,163.559998,164.350006,163.449997,165.830002,165.220001,166.300003,165.309998,165.449997,165.929993,167.169998
609,20130606,162.729996,161.270004,163.559998,164.350006,163.449997,165.830002,165.220001,166.300003,165.309998,165.449997,165.929993
610,20130607,164.800003,162.729996,161.270004,163.559998,164.350006,163.449997,165.830002,165.220001,166.300003,165.309998,165.449997
611,20130610,164.800003,164.800003,162.729996,161.270004,163.559998,164.350006,163.449997,165.830002,165.220001,166.300003,165.309998
612,20130611,163.100006,164.800003,164.800003,162.729996,161.270004,163.559998,164.350006,163.449997,165.830002,165.220001,166.300003
613,20130612,161.75,163.100006,164.800003,164.800003,162.729996,161.270004,163.559998,164.350006,163.449997,165.830002,165.220001
614,20130613,164.210007,161.75,163.100006,164.800003,164.800003,162.729996,161.270004,163.559998,164.350006,163.449997,165.830002
615,20130614,163.179993,164.210007,161.75,163.100006,164.800003,164.800003,162.729996,161.270004,163.559998,164.350006,163.449997
616,20130617,164.440002,163.179993,164.210007,161.75,163.100006,164.800003,164.800003,162.729996,161.270004,163.559998,164.350006
617,20130618,165.740005,164.440002,163.179993,164.210007,161.75,163.100006,164.800003,164.800003,162.729996,161.270004,163.559998
618,20130619,163.449997,165.740005,164.440002,163.179993,164.210007,161.75,163.100006,164.800003,164.800003,162.729996,161.270004
619,20130620,159.399994,163.449997,165.740005,164.440002,163.179993,164.210007,161.75,163.100006,164.800003,164.800003,162.729996
620,20130621,159.070007,159.399994,163.449997,165.740005,164.440002,163.179993,164.210007,161.75,163.100006,164.800003,164.800003
621,20130624,157.059998,159.070007,159.399994,163.449997,165.740005,164.440002,163.179993,164.210007,161.75,163.100006,164.800003
622,20130625,158.570007,157.059998,159.070007,159.399994,163.449997,165.740005,164.440002,163.179993,164.210007,161.75,163.100006
623,20130626,160.139999,158.570007,157.059998,159.070007,159.399994,163.449997,165.740005,164.440002,163.179993,164.210007,161.75
624,20130627,161.080002,160.139999,158.570007,157.059998,159.070007,159.399994,163.449997,165.740005,164.440002,163.179993,164.210007
625,20130628,160.419998,161.080002,160.139999,158.570007,157.059998,159.070007,159.399994,163.449997,165.740005,164.440002,163.179993
626,20130701,161.360001,160.419998,161.080002,160.139999,158.570007,157.059998,159.070007,159.399994,163.449997,165.740005,164.440002
627,20130702,161.210007,161.360001,160.419998,161.080002,160.139999,158.570007,157.059998,159.070007,159.399994,163.449997,165.740005
628,20130703,161.279999,161.210007,161.360001,160.419998,161.080002,160.139999,158.570007,157.059998,159.070007,159.399994,163.449997
629,20130705,163.020004,161.279999,161.210007,161.360001,160.419998,161.080002,160.139999,158.570007,157.059998,159.070007,159.399994
630,20130708,163.949997,163.020004,161.279999,161.210007,161.360001,160.419998,161.080002,160.139999,158.570007,157.059998,159.070007
631,20130709,165.130005,163.949997,163.020004,161.279999,161.210007,161.360001,160.419998,161.080002,160.139999,158.570007,157.059998
632,20130710,165.190002,165.130005,163.949997,163.020004,161.279999,161.210007,161.360001,160.419998,161.080002,160.139999,158.570007
633,20130711,167.440002,165.190002,165.130005,163.949997,163.020004,161.279999,161.210007,161.360001,160.419998,161.080002,160.139999
634,20130712,167.509995,167.440002,165.190002,165.130005,163.949997,163.020004,161.279999,161.210007,161.360001,160.419998,161.080002
635,20130715,168.149994,167.509995,167.440002,165.190002,165.130005,163.949997,163.020004,161.279999,161.210007,161.360001,160.419998
636,20130716,167.520004,168.149994,167.509995,167.440002,165.190002,165.130005,163.949997,163.020004,161.279999,161.210007,161.360001
637,20130717,167.949997,167.520004,168.149994,167.509995,167.440002,165.190002,165.130005,163.949997,163.020004,161.279999,161.210007
638,20130718,168.869995,167.949997,167.520004,168.149994,167.509995,167.440002,165.190002,165.130005,163.949997,163.020004,161.279999
639,20130719,169.169998,168.869995,167.949997,167.520004,168.149994,167.509995,167.440002,165.190002,165.130005,163.949997,163.020004
640,20130722,169.5,169.169998,168.869995,167.949997,167.520004,168.149994,167.509995,167.440002,165.190002,165.130005,163.949997
641,20130723,169.139999,169.5,169.169998,168.869995,167.949997,167.520004,168.149994,167.509995,167.440002,165.190002,165.130005
642,20130724,168.520004,169.139999,169.5,169.169998,168.869995,167.949997,167.520004,168.149994,167.509995,167.440002,165.190002
643,20130725,168.929993,168.520004,169.139999,169.5,169.169998,168.869995,167.949997,167.520004,168.149994,167.509995,167.440002
644,20130726,169.110001,168.929993,168.520004,169.139999,169.5,169.169998,168.869995,167.949997,167.520004,168.149994,167.509995
645,20130729,168.589996,169.110001,168.929993,168.520004,169.139999,169.5,169.169998,168.869995,167.949997,167.520004,168.149994
646,20130730,168.589996,168.589996,169.110001,168.929993,168.520004,169.139999,169.5,169.169998,168.869995,167.949997,167.520004
647,20130731,168.710007,168.589996,168.589996,169.110001,168.929993,168.520004,169.139999,169.5,169.169998,168.869995,167.949997
648,20130801,170.660004,168.710007,168.589996,168.589996,169.110001,168.929993,168.520004,169.139999,169.5,169.169998,168.869995
649,20130802,170.949997,170.660004,168.710007,168.589996,168.589996,169.110001,168.929993,168.520004,169.139999,169.5,169.169998
650,20130805,170.699997,170.949997,170.660004,168.710007,168.589996,168.589996,169.110001,168.929993,168.520004,169.139999,169.5
651,20130806,169.729996,170.699997,170.949997,170.660004,168.710007,168.589996,168.589996,169.110001,168.929993,168.520004,169.139999
652,20130807,169.179993,169.729996,170.699997,170.949997,170.660004,168.710007,168.589996,168.589996,169.110001,168.929993,168.520004
653,20130808,169.800003,169.179993,169.729996,170.699997,170.949997,170.660004,168.710007,168.589996,168.589996,169.110001,168.929993
654,20130809,169.309998,169.800003,169.179993,169.729996,170.699997,170.949997,170.660004,168.710007,168.589996,168.589996,169.110001
655,20130812,169.110001,169.309998,169.800003,169.179993,169.729996,170.699997,170.949997,170.660004,168.710007,168.589996,168.589996
656,20130813,169.610001,169.110001,169.309998,169.800003,169.179993,169.729996,170.699997,170.949997,170.660004,168.710007,168.589996
657,20130814,168.740005,169.610001,169.110001,169.309998,169.800003,169.179993,169.729996,170.699997,170.949997,170.660004,168.710007
658,20130815,166.380005,168.740005,169.610001,169.110001,169.309998,169.800003,169.179993,169.729996,170.699997,170.949997,170.660004
659,20130816,165.830002,166.380005,168.740005,169.610001,169.110001,169.309998,169.800003,169.179993,169.729996,170.699997,170.949997
660,20130819,164.770004,165.830002,166.380005,168.740005,169.610001,169.110001,169.309998,169.800003,169.179993,169.729996,170.699997
661,20130820,165.580002,164.770004,165.830002,166.380005,168.740005,169.610001,169.110001,169.309998,169.800003,169.179993,169.729996
662,20130821,164.559998,165.580002,164.770004,165.830002,166.380005,168.740005,169.610001,169.110001,169.309998,169.800003,169.179993
663,20130822,166.059998,164.559998,165.580002,164.770004,165.830002,166.380005,168.740005,169.610001,169.110001,169.309998,169.800003
664,20130823,166.619995,166.059998,164.559998,165.580002,164.770004,165.830002,166.380005,168.740005,169.610001,169.110001,169.309998
665,20130826,166,166.619995,166.059998,164.559998,165.580002,164.770004,165.830002,166.380005,168.740005,169.610001,169.110001
666,20130827,163.330002,166,166.619995,166.059998,164.559998,165.580002,164.770004,165.830002,166.380005,168.740005,169.610001
667,20130828,163.910004,163.330002,166,166.619995,166.059998,164.559998,165.580002,164.770004,165.830002,166.380005,168.740005
668,20130829,164.169998,163.910004,163.330002,166,166.619995,166.059998,164.559998,165.580002,164.770004,165.830002,166.380005
669,20130830,163.649994,164.169998,163.910004,163.330002,166,166.619995,166.059998,164.559998,165.580002,164.770004,165.830002
670,20130903,164.389999,163.649994,164.169998,163.910004,163.330002,166,166.619995,166.059998,164.559998,165.580002,164.770004
671,20130904,165.75,164.389999,163.649994,164.169998,163.910004,163.330002,166,166.619995,166.059998,164.559998,165.580002
672,20130905,165.960007,165.75,164.389999,163.649994,164.169998,163.910004,163.330002,166,166.619995,166.059998,164.559998
673,20130906,166.039993,165.960007,165.75,164.389999,163.649994,164.169998,163.910004,163.330002,166,166.619995,166.059998
674,20130909,167.630005,166.039993,165.960007,165.75,164.389999,163.649994,164.169998,163.910004,163.330002,166,166.619995
675,20130910,168.869995,167.630005,166.039993,165.960007,165.75,164.389999,163.649994,164.169998,163.910004,163.330002,166
676,20130911,169.399994,168.869995,167.630005,166.039993,165.960007,165.75,164.389999,163.649994,164.169998,163.910004,163.330002
677,20130912,168.949997,169.399994,168.869995,167.630005,166.039993,165.960007,165.75,164.389999,163.649994,164.169998,163.910004
678,20130913,169.330002,168.949997,169.399994,168.869995,167.630005,166.039993,165.960007,165.75,164.389999,163.649994,164.169998
679,20130916,170.309998,169.330002,168.949997,169.399994,168.869995,167.630005,166.039993,165.960007,165.75,164.389999,163.649994
680,20130917,171.070007,170.309998,169.330002,168.949997,169.399994,168.869995,167.630005,166.039993,165.960007,165.75,164.389999
681,20130918,173.050003,171.070007,170.309998,169.330002,168.949997,169.399994,168.869995,167.630005,166.039993,165.960007,165.75
682,20130919,172.759995,173.050003,171.070007,170.309998,169.330002,168.949997,169.399994,168.869995,167.630005,166.039993,165.960007
683,20130920,170.720001,172.759995,173.050003,171.070007,170.309998,169.330002,168.949997,169.399994,168.869995,167.630005,166.039993
684,20130923,169.929993,170.720001,172.759995,173.050003,171.070007,170.309998,169.330002,168.949997,169.399994,168.869995,167.630005
685,20130924,169.529999,169.929993,170.720001,172.759995,173.050003,171.070007,170.309998,169.330002,168.949997,169.399994,168.869995
686,20130925,169.039993,169.529999,169.929993,170.720001,172.759995,173.050003,171.070007,170.309998,169.330002,168.949997,169.399994
687,20130926,169.690002,169.039993,169.529999,169.929993,170.720001,172.759995,173.050003,171.070007,170.309998,169.330002,168.949997
688,20130927,168.910004,169.690002,169.039993,169.529999,169.929993,170.720001,172.759995,173.050003,171.070007,170.309998,169.330002
689,20130930,168.009995,168.910004,169.690002,169.039993,169.529999,169.929993,170.720001,172.759995,173.050003,171.070007,170.309998
690,20131001,169.339996,168.009995,168.910004,169.690002,169.039993,169.529999,169.929993,170.720001,172.759995,173.050003,171.070007
691,20131002,169.179993,169.339996,168.009995,168.910004,169.690002,169.039993,169.529999,169.929993,170.720001,172.759995,173.050003
692,20131003,167.619995,169.179993,169.339996,168.009995,168.910004,169.690002,169.039993,169.529999,169.929993,170.720001,172.759995
693,20131004,168.889999,167.619995,169.179993,169.339996,168.009995,168.910004,169.690002,169.039993,169.529999,169.929993,170.720001
694,20131007,167.429993,168.889999,167.619995,169.179993,169.339996,168.009995,168.910004,169.690002,169.039993,169.529999,169.929993
695,20131008,165.479996,167.429993,168.889999,167.619995,169.179993,169.339996,168.009995,168.910004,169.690002,169.039993,169.529999
696,20131009,165.600006,165.479996,167.429993,168.889999,167.619995,169.179993,169.339996,168.009995,168.910004,169.690002,169.039993
697,20131010,169.169998,165.600006,165.479996,167.429993,168.889999,167.619995,169.179993,169.339996,168.009995,168.910004,169.690002
698,20131011,170.259995,169.169998,165.600006,165.479996,167.429993,168.889999,167.619995,169.179993,169.339996,168.009995,168.910004
699,20131014,170.940002,170.259995,169.169998,165.600006,165.479996,167.429993,168.889999,167.619995,169.179993,169.339996,168.009995
700,20131015,169.699997,170.940002,170.259995,169.169998,165.600006,165.479996,167.429993,168.889999,167.619995,169.179993,169.339996
701,20131016,172.070007,169.699997,170.940002,170.259995,169.169998,165.600006,165.479996,167.429993,168.889999,167.619995,169.179993
702,20131017,173.220001,172.070007,169.699997,170.940002,170.259995,169.169998,165.600006,165.479996,167.429993,168.889999,167.619995
703,20131018,174.389999,173.220001,172.070007,169.699997,170.940002,170.259995,169.169998,165.600006,165.479996,167.429993,168.889999
704,20131021,174.399994,174.389999,173.220001,172.070007,169.699997,170.940002,170.259995,169.169998,165.600006,165.479996,167.429993
705,20131022,175.410004,174.399994,174.389999,173.220001,172.070007,169.699997,170.940002,170.259995,169.169998,165.600006,165.479996
706,20131023,174.570007,175.410004,174.399994,174.389999,173.220001,172.070007,169.699997,170.940002,170.259995,169.169998,165.600006
707,20131024,175.149994,174.570007,175.410004,174.399994,174.389999,173.220001,172.070007,169.699997,170.940002,170.259995,169.169998
708,20131025,175.949997,175.149994,174.570007,175.410004,174.399994,174.389999,173.220001,172.070007,169.699997,170.940002,170.259995
709,20131028,176.229996,175.949997,175.149994,174.570007,175.410004,174.399994,174.389999,173.220001,172.070007,169.699997,170.940002
710,20131029,177.169998,176.229996,175.949997,175.149994,174.570007,175.410004,174.399994,174.389999,173.220001,172.070007,169.699997
711,20131030,176.289993,177.169998,176.229996,175.949997,175.149994,174.570007,175.410004,174.399994,174.389999,173.220001,172.070007
712,20131031,175.789993,176.289993,177.169998,176.229996,175.949997,175.149994,174.570007,175.410004,174.399994,174.389999,173.220001
713,20131101,176.210007,175.789993,176.289993,177.169998,176.229996,175.949997,175.149994,174.570007,175.410004,174.399994,174.389999
714,20131104,176.830002,176.210007,175.789993,176.289993,177.169998,176.229996,175.949997,175.149994,174.570007,175.410004,174.399994
715,20131105,176.270004,176.830002,176.210007,175.789993,176.289993,177.169998,176.229996,175.949997,175.149994,174.570007,175.410004
716,20131106,177.169998,176.270004,176.830002,176.210007,175.789993,176.289993,177.169998,176.229996,175.949997,175.149994,174.570007
717,20131107,174.929993,177.169998,176.270004,176.830002,176.210007,175.789993,176.289993,177.169998,176.229996,175.949997,175.149994
718,20131108,177.289993,174.929993,177.169998,176.270004,176.830002,176.210007,175.789993,176.289993,177.169998,176.229996,175.949997
719,20131111,177.320007,177.289993,174.929993,177.169998,176.270004,176.830002,176.210007,175.789993,176.289993,177.169998,176.229996
720,20131112,176.960007,177.320007,177.289993,174.929993,177.169998,176.270004,176.830002,176.210007,175.789993,176.289993,177.169998
721,20131113,178.380005,176.960007,177.320007,177.289993,174.929993,177.169998,176.270004,176.830002,176.210007,175.789993,176.289993
722,20131114,179.270004,178.380005,176.960007,177.320007,177.289993,174.929993,177.169998,176.270004,176.830002,176.210007,175.789993
723,20131115,180.050003,179.270004,178.380005,176.960007,177.320007,177.289993,174.929993,177.169998,176.270004,176.830002,176.210007
724,20131118,179.419998,180.050003,179.270004,178.380005,176.960007,177.320007,177.289993,174.929993,177.169998,176.270004,176.830002
725,20131119,179.029999,179.419998,180.050003,179.270004,178.380005,176.960007,177.320007,177.289993,174.929993,177.169998,176.270004
726,20131120,178.470001,179.029999,179.419998,180.050003,179.270004,178.380005,176.960007,177.320007,177.289993,174.929993,177.169998
