Time,Price,Action,Inventory,Cash,Profit
2014-07-10,41.685,sell,2916.900000000003,6610.786812500118,-471.2631874998824
2014-07-11,42.09,buy,6199.920000000014,3303.1441625001066,-467.5358374998923
2014-07-14,42.14,buy,7843.3800000000265,1647.3582125001094,-472.4617874998912
2014-07-15,42.45,sit,7843.3800000000265,1647.3582125001094,-414.49178749989005
2014-07-16,44.08,sit,7843.3800000000265,1647.3582125001094,-109.68178749989238
2014-07-17,44.53,sell,3958.4099999999944,5757.588537500124,-56.5914624998768
2014-07-18,44.69,buy,6818.569999999971,2875.9773375001378,-63.00266249986271
2014-07-21,44.835,sell,3492.2600000000034,6391.377600000143,-66.65739999985817
2014-07-22,44.83,buy,6675.189999999999,3184.5756250001477,-90.92437499985317
2014-07-23,44.87,buy,8245.639999999996,1602.3472500001515,-96.7027499998494
2014-07-24,44.4,sit,8245.639999999996,1602.3472500001515,-183.6527499998483
2014-07-25,44.5,sell,4170.589999999995,5665.642250000169,-195.85774999983187
2014-07-28,43.97,sit,4170.589999999995,5665.642250000169,-245.14774999983092
2014-07-29,43.885,sell,2108.4099999999976,7669.211925000184,-268.1930749998155
2014-07-30,43.5785,sit,2108.4099999999976,7669.211925000184,-282.59857499981626
2014-07-31,43.16,sell,1076.8799999999999,8654.446825000192,-309.71317499980796
2014-08-01,42.86,buy,5362.879999999994,4336.301825000215,-349.05817499978366
2014-08-04,43.37,sit,5362.879999999994,4336.301825000215,-285.8181749997857
2014-08-05,43.08,sit,5362.879999999994,4336.301825000215,-321.7781749997848
2014-08-06,42.74,sit,5362.879999999994,4336.301825000215,-363.9381749997847
2014-08-07,43.23,sit,5362.879999999994,4336.301825000215,-303.1781749997863
2014-08-08,43.2,buy,7522.879999999985,2160.1018250002244,-323.09817499977544
2014-08-11,43.2,buy,8602.879999999988,1072.0018250002238,-331.1981749997758
2014-08-12,43.52,buy,9125.119999999994,545.845025000224,-271.43497499977457
2014-08-13,44.08,sit,9125.119999999994,545.845025000224,-153.27497499977653
2014-08-14,44.27,buy,9390.739999999996,278.23287500022417,-115.17712499977642
2014-08-15,44.79,sit,9390.739999999996,278.23287500022417,-2.337124999776279
2014-08-18,45.11,sit,9390.739999999996,278.23287500022417,67.10287500022241
2014-08-19,45.33,buy,9526.729999999996,141.22295000022422,113.82295000022532
2014-08-20,44.95,buy,9571.679999999997,95.93582500022421,29.88582500022494
2014-08-21,45.22,sit,9571.679999999997,95.93582500022421,89.5558250002232
2014-08-22,45.15,buy,9616.829999999996,50.447200000224214,73.74720000022353
2014-08-25,45.17,sit,9616.829999999996,50.447200000224214,78.18720000022404
2014-08-26,45.005,sit,9616.829999999996,50.447200000224214,41.55720000022484
2014-08-27,44.87,sit,9616.829999999996,50.447200000224214,11.587200000223675
2014-08-28,44.88,sit,9616.829999999996,50.447200000224214,13.807200000224839
2014-08-29,45.43,sit,9616.829999999996,50.447200000224214,135.90720000022338
2014-09-02,45.09,sit,9616.829999999996,50.447200000224214,60.42720000022564
2014-09-03,44.96,sit,9616.829999999996,50.447200000224214,31.567200000225057
2014-09-04,45.26,sit,9616.829999999996,50.447200000224214,98.1672000002236
2014-09-05,45.91,sit,9616.829999999996,50.447200000224214,242.46720000022287
2014-09-08,46.47,sell,4811.129999999998,5169.930925000218,328.1009250002171
2014-09-09,46.76,sell,2439.55,7722.442425000232,341.0024250002316
2014-09-10,46.84,sit,2439.55,7722.442425000232,345.48242500023116
2014-09-11,47.0,sit,2439.55,7722.442425000232,354.4424250002321
2014-09-12,46.695,buy,6268.539999999993,3864.735000000254,308.6450000002533
2014-09-15,46.24,buy,8164.379999999984,1954.6762000002623,231.63620000026276
2014-09-16,46.76,sit,8164.379999999984,1954.6762000002623,324.71620000026087
2014-09-17,46.52,sit,8164.379999999984,1954.6762000002623,281.75620000026174
2014-09-18,46.68,sell,4183.894999999991,6078.037300000258,279.237300000259
2014-09-19,47.52,sell,2082.6200000000003,8200.399300000252,338.7993000002516
2014-09-22,47.06,sit,2082.6200000000003,8200.399300000252,318.0993000002527
2014-09-23,46.56,sell,1063.52,9217.036900000268,287.9169000002694
2014-09-24,47.08,sell,554.88,9731.032800000265,295.99280000026556
2014-09-25,46.04,sell,277.44,10005.201000000265,281.44100000026447
2014-09-26,46.41,sell,138.72,10143.386775000265,282.61677500026417
2014-09-29,46.44,sit,138.72,10143.386775000265,282.7067750002643
2014-09-30,46.36,sell,92.48,10189.399075000265,282.1190750002643
2014-10-01,45.9,sell,46.24,10234.954825000264,280.8548250002641
2014-10-02,45.76,buy,5125.600000000014,5117.4996250002405,242.61962500023947
2014-10-03,46.09,sit,5125.600000000014,5117.4996250002405,279.5796250002404
2014-10-06,46.09,buy,7660.550000000022,2563.5375000002323,260.56750000023385
2014-10-07,45.53,sell,3861.9900000000043,6314.185075000212,138.70507500021267
2014-10-08,46.78,buy,6996.24999999999,3156.4181250002202,220.1981250002209
2014-10-09,45.85,sell,3549.0700000000056,6569.3775000002115,53.977500000211876
2014-10-10,44.03,sell,1777.6399999999992,8229.968950000213,-96.89104999978736
2014-10-13,43.65,sell,888.8199999999997,9053.098825000226,-117.55117499977314
2014-10-14,43.73,sell,467.79999999999995,9443.717050000221,-118.98294999977952
2014-10-15,43.22,sit,467.79999999999995,9443.717050000221,-124.08294999977807
2014-10-16,42.74,sit,467.79999999999995,9443.717050000221,-128.88294999977916
2014-10-17,43.63,sell,233.9,9660.230925000222,-121.6190749997786
2014-10-20,44.08,sell,140.34,9747.729725000223,-120.03027499977725
2014-10-21,44.88,sit,140.34,9747.729725000223,-117.63027499977761
2014-10-22,44.38,sell,93.56,9791.776875000223,-119.46312499977648
2014-10-23,45.02,sit,93.56,9791.776875000223,-118.18312499977583
2014-10-24,46.13,sit,93.56,9791.776875000223,-115.96312499977648
2014-10-27,45.91,buy,4960.019999999992,4888.818425000239,-152.90157499976158
2014-10-28,46.49,sell,2479.14,7380.449975000217,-109.09002499978305
2014-10-29,46.62,buy,6162.119999999992,3669.8476250002254,-129.69237499977498
2014-10-30,46.05,sit,6162.119999999992,3669.8476250002254,-205.50237499977447
2014-10-31,46.95,sit,6162.119999999992,3669.8476250002254,-85.80237499977375
2014-11-03,47.44,sit,6162.119999999992,3669.8476250002254,-20.632374999775493
